ThresholdPct,AvgReturn,MedianReturn,WinRate,StoppedWinnerRate
1.0,1.327682743833361,-1.0,28.888888888888886,45.83333333333333
1.5,1.1559478042707458,-1.5,33.33333333333333,37.5
1.9999999999999998,1.5903386173467677,-1.9999999999999998,37.77777777777778,29.166666666666668
2.5,1.2792275062356568,-2.5,37.77777777777778,29.166666666666668
3.0,1.89457966172188,-3.0,42.22222222222222,20.833333333333336
3.4999999999999996,1.99592358937219,-3.4999999999999996,44.44444444444444,16.666666666666664
3.9999999999999996,2.018090628064731,-0.8995247793618485,46.666666666666664,12.5
4.5,1.9272995612483523,-0.415110004151106,46.666666666666664,12.5
5.0,1.9442675212206275,-0.14886490509861983,48.888888888888886,8.333333333333332
5.499999999999999,1.7963372379962266,-0.14886490509861983,48.888888888888886,8.333333333333332
5.999999999999999,1.6518927935517822,-0.14886490509861983,48.888888888888886,8.333333333333332
6.499999999999999,1.5651319996086677,-0.14886490509861983,48.888888888888886,8.333333333333332
6.999999999999999,1.4317986662753344,-0.14886490509861983,48.888888888888886,8.333333333333332
7.499999999999998,1.371746080029358,-0.14886490509861983,48.888888888888886,8.333333333333332
7.999999999999999,1.2495238578071355,-0.14886490509861983,48.888888888888886,8.333333333333332
8.499999999999998,1.1273016355849135,-0.14886490509861983,48.888888888888886,8.333333333333332
8.999999999999998,1.1820261346741665,-0.14886490509861983,48.888888888888886,8.333333333333332
9.499999999999998,1.0709150235630553,-0.14886490509861983,48.888888888888886,8.333333333333332
9.999999999999998,0.9598039124519442,-0.14886490509861983,48.888888888888886,8.333333333333332
10.499999999999998,0.9118913355641022,-0.14886490509861983,48.888888888888886,8.333333333333332
10.999999999999996,0.8118913355641025,-0.14886490509861983,48.888888888888886,8.333333333333332
11.499999999999998,1.1286490769120074,0.9312485628880228,51.11111111111111,4.166666666666666
11.999999999999998,1.2535781823515537,0.9312485628880228,51.11111111111111,4.166666666666666
12.499999999999996,1.1758004045737764,0.9312485628880228,51.11111111111111,4.166666666666666
12.999999999999998,1.0980226267959983,0.9312485628880228,51.11111111111111,4.166666666666666
13.499999999999998,1.0297405389659566,0.9312485628880228,51.11111111111111,4.166666666666666
13.999999999999998,0.9630738722992901,0.9312485628880228,51.11111111111111,4.166666666666666
14.499999999999998,1.0131998168836733,0.9312485628880228,51.11111111111111,4.166666666666666
15.0,0.9576442613281176,0.9312485628880228,51.11111111111111,4.166666666666666
