Strategy,Avg Return,Median Return,Win Rate,Min,Max
consecutive_loss (3),5.575457811866753,2.313769751693003,56.00000000000001,-4.000000000000012,47.17585181797392
consecutive_loss (2),4.796086415727118,3.6144578313252955,56.00000000000001,-4.000000000000012,30.009792575447335
fixed_time (120),4.0517270468349285,2.6115662650602327,52.0,-4.0,32.17470843814315
trailing_stop (0.01),1.0530253706772594,0.06417624521073494,56.00000000000001,-4.0,6.979683972911957
trailing_stop (0.02),0.9845554445729053,-0.2372077261945113,48.0,-4.0,6.058690744920988
trailing_stop (0.03),0.6948659918664885,-0.17869565217391364,48.0,-4.0,6.471264367816092
